PersonID,Age,Sex,RuralStatus
30960043,Between 35 and 49 years old,Female,Large Metro
30960285,Between 50 and 64 years old,Male,Small metro
30960744,Between 35 and 49 years old,Male,Large Metro
30961281,Between 21 and 23 years old,Female,Small metro
30961724,Between 30 and 34 years old,Female,Small metro
30961810,16 or 17 years old,Female,Nonmetro
30962240,Between 30 and 34 years old,Female,Large Metro
30962472,Between 35 and 49 years old,Male,Large Metro
30963195,Between 35 and 49 years old,Female,Small metro
30963817,16 or 17 years old,Male,Small metro
30964876,Between 35 and 49 years old,Male,Nonmetro
30965035,12 or 13 years old,Female,Small metro
30965236,Between 35 and 49 years old,Female,Small metro
30967840,Between 30 and 34 years old,Female,Large Metro
30968624,Between 21 and 23 years old,Female,Large Metro
30971965,Between 21 and 23 years old,Female,Nonmetro
30974228,Between 21 and 23 years old,Male,Large Metro
30974925,Between 30 and 34 years old,Female,Nonmetro
30975028,Between 50 and 64 years old,Female,Small metro
30975952,Between 18 and 20 years old,Male,Large Metro
30976898,Between 35 and 49 years old,Female,Large Metro
30977064,16 or 17 years old,Male,Small metro
30980284,Between 18 and 20 years old,Male,Small metro
30980528,Between 35 and 49 years old,Male,Small metro
30980648,14 or 15 years old,Male,Large Metro
30980693,Between 26 and 29 years old,Male,Small metro
30981143,Between 21 and 23 years old,Female,Large Metro
30982508,Between 35 and 49 years old,Male,Large Metro
30982579,14 or 15 years old,Male,Large Metro
30982967,Between 35 and 49 years old,Female,Small metro
30983094,Between 26 and 29 years old,Female,Small metro
30983620,Between 18 and 20 years old,Female,Nonmetro
30983718,Between 35 and 49 years old,Male,Small metro
30983797,Between 26 and 29 years old,Female,Small metro
30983931,Between 35 and 49 years old,Female,Small metro
30984670,Between 35 and 49 years old,Female,Large Metro
30984892,Between 18 and 20 years old,Female,Small metro
30985003,Between 50 and 64 years old,Female,Large Metro
30985524,Between 50 and 64 years old,Male,Large Metro
30986334,Between 18 and 20 years old,Male,Large Metro
30986535,Between 18 and 20 years old,Male,Small metro
30986628,Between 18 and 20 years old,Male,Nonmetro
30987774,14 or 15 years old,Female,Large Metro
30990019,Between 30 and 34 years old,Male,Large Metro
30990741,12 or 13 years old,Male,Small metro
30991329,Between 50 and 64 years old,Female,Large Metro
30991426,Between 26 and 29 years old,Female,Large Metro
30991466,Between 21 and 23 years old,Male,Small metro
30991725,Between 50 and 64 years old,Male,Large Metro
30993524,65 years old or older,Female,Large Metro
30994318,12 or 13 years old,Male,Small metro
30995866,Between 26 and 29 years old,Male,Nonmetro
30996776,65 years old or older,Female,Large Metro
30997135,Between 21 and 23 years old,Male,Large Metro
30997534,24 or 25 years old,Female,Large Metro
30998038,Between 18 and 20 years old,Female,Small metro
30998325,Between 21 and 23 years old,Female,Nonmetro
30998540,Between 35 and 49 years old,Female,Large Metro
30998602,12 or 13 years old,Male,Small metro
30999060,14 or 15 years old,Female,Small metro
31001699,14 or 15 years old,Male,Small metro
31002013,Between 18 and 20 years old,Female,Small metro
31002175,Between 26 and 29 years old,Male,Large Metro
31002201,Between 35 and 49 years old,Male,Small metro
31002484,65 years old or older,Male,Large Metro
31002846,Between 21 and 23 years old,Male,Small metro
31003003,Between 18 and 20 years old,Female,Small metro
31006052,Between 21 and 23 years old,Male,Large Metro
31007395,24 or 25 years old,Female,Small metro
31008979,Between 26 and 29 years old,Male,Small metro
31009488,Between 35 and 49 years old,Female,Small metro
31009494,24 or 25 years old,Female,Small metro
31009550,12 or 13 years old,Female,Small metro
31009709,Between 21 and 23 years old,Female,Small metro
31009908,Between 30 and 34 years old,Male,Small metro
31010651,16 or 17 years old,Male,Small metro
31011256,Between 35 and 49 years old,Male,Nonmetro
31013172,65 years old or older,Male,Nonmetro
31013441,Between 26 and 29 years old,Female,Large Metro
31014292,Between 21 and 23 years old,Female,Small metro
31014428,Between 21 and 23 years old,Male,Large Metro
31014515,14 or 15 years old,Male,Large Metro
31015234,Between 50 and 64 years old,Male,Small metro
31017329,Between 35 and 49 years old,Male,Large Metro
31018340,Between 30 and 34 years old,Female,Large Metro
31018569,24 or 25 years old,Female,Nonmetro
31018629,Between 21 and 23 years old,Male,Nonmetro
31018989,Between 35 and 49 years old,Male,Small metro
31019568,Between 18 and 20 years old,Female,Small metro
31020079,Between 18 and 20 years old,Female,Large Metro
31020654,65 years old or older,Female,Nonmetro
31022293,Between 35 and 49 years old,Female,Small metro
31022719,14 or 15 years old,Female,Nonmetro
31023564,Between 35 and 49 years old,Male,Large Metro
31023663,65 years old or older,Male,Nonmetro
31023822,65 years old or older,Male,Large Metro
31024249,Between 35 and 49 years old,Male,Small metro
31024559,65 years old or older,Female,Large Metro
31025431,16 or 17 years old,Female,Small metro
31025458,Between 35 and 49 years old,Male,Small metro
31026097,Between 35 and 49 years old,Female,Large Metro
31026542,16 or 17 years old,Male,Large Metro
31027232,Between 35 and 49 years old,Male,Large Metro
31027462,65 years old or older,Male,Large Metro
31028017,65 years old or older,Male,Small metro
31028415,Between 26 and 29 years old,Male,Large Metro
31029030,Between 50 and 64 years old,Male,Small metro
31031004,Between 35 and 49 years old,Female,Large Metro
31031725,14 or 15 years old,Female,Small metro
31031855,Between 35 and 49 years old,Female,Large Metro
31032324,Between 21 and 23 years old,Female,Large Metro
31032364,Between 50 and 64 years old,Female,Small metro
31034108,Between 18 and 20 years old,Male,Small metro
31034139,Between 50 and 64 years old,Male,Large Metro
31034164,65 years old or older,Male,Large Metro
31035223,16 or 17 years old,Male,Large Metro
31037252,Between 18 and 20 years old,Male,Large Metro
31037951,14 or 15 years old,Female,Nonmetro
31038117,Between 18 and 20 years old,Female,Small metro
31038220,Between 18 and 20 years old,Male,Small metro
31038291,Between 35 and 49 years old,Male,Small metro
31040493,16 or 17 years old,Male,Large Metro
31040819,65 years old or older,Male,Large Metro
31041531,14 or 15 years old,Male,Nonmetro
31041907,Between 35 and 49 years old,Male,Large Metro
31042029,Between 35 and 49 years old,Female,Small metro
31043392,Between 18 and 20 years old,Female,Small metro
31043409,Between 50 and 64 years old,Female,Nonmetro
31043722,Between 26 and 29 years old,Female,Small metro
31043935,16 or 17 years old,Female,Large Metro
31045007,Between 35 and 49 years old,Female,Large Metro
31045980,Between 35 and 49 years old,Female,Nonmetro
31046105,14 or 15 years old,Male,Nonmetro
31047299,Between 26 and 29 years old,Female,Large Metro
31047965,65 years old or older,Male,Large Metro
31049119,Between 30 and 34 years old,Male,Small metro
31049308,12 or 13 years old,Male,Small metro
31049607,Between 18 and 20 years old,Male,Large Metro
31050056,16 or 17 years old,Male,Small metro
31050218,14 or 15 years old,Male,Small metro
31052099,12 or 13 years old,Female,Large Metro
31052342,Between 26 and 29 years old,Male,Small metro
31054202,14 or 15 years old,Male,Nonmetro
31054948,65 years old or older,Female,Large Metro
31055436,Between 35 and 49 years old,Female,Large Metro
31055969,24 or 25 years old,Female,Large Metro
31057496,Between 26 and 29 years old,Male,Nonmetro
31057673,Between 26 and 29 years old,Female,Small metro
31058014,Between 26 and 29 years old,Female,Large Metro
31059187,Between 26 and 29 years old,Male,Large Metro
31059338,16 or 17 years old,Female,Large Metro
31059875,24 or 25 years old,Female,Large Metro
31061499,Between 21 and 23 years old,Male,Large Metro
31062304,24 or 25 years old,Female,Small metro
31062930,Between 18 and 20 years old,Male,Large Metro
31063554,65 years old or older,Female,Small metro
31063994,Between 21 and 23 years old,Female,Large Metro
31064114,Between 50 and 64 years old,Male,Small metro
31066863,Between 35 and 49 years old,Female,Large Metro
31068728,24 or 25 years old,Female,Small metro
31069326,12 or 13 years old,Male,Large Metro
31069373,Between 35 and 49 years old,Male,Nonmetro
31069680,Between 35 and 49 years old,Female,Large Metro
31070375,12 or 13 years old,Male,Small metro
31070586,24 or 25 years old,Female,Large Metro
31071878,Between 35 and 49 years old,Female,Small metro
31072044,Between 18 and 20 years old,Male,Nonmetro
31073259,Between 21 and 23 years old,Male,Large Metro
31073565,Between 50 and 64 years old,Male,Large Metro
31074038,Between 35 and 49 years old,Female,Large Metro
31074345,Between 35 and 49 years old,Male,Large Metro
31074847,Between 26 and 29 years old,Female,Large Metro
31075353,Between 26 and 29 years old,Male,Large Metro
31076396,Between 18 and 20 years old,Male,Large Metro
31076644,Between 35 and 49 years old,Male,Large Metro
31076822,Between 35 and 49 years old,Female,Small metro
31077027,Between 18 and 20 years old,Male,Small metro
31077169,Between 35 and 49 years old,Female,Large Metro
31077756,Between 35 and 49 years old,Male,Small metro
31078850,Between 30 and 34 years old,Female,Small metro
31078918,24 or 25 years old,Female,Small metro
31079364,Between 35 and 49 years old,Male,Large Metro
31079489,Between 30 and 34 years old,Female,Small metro
31080186,24 or 25 years old,Male,Small metro
31080927,65 years old or older,Male,Nonmetro
31080999,Between 50 and 64 years old,Male,Small metro
31081638,Between 26 and 29 years old,Female,Large Metro
31082566,12 or 13 years old,Female,Large Metro
31082664,16 or 17 years old,Male,Small metro
31083049,Between 18 and 20 years old,Female,Large Metro
31083956,65 years old or older,Male,Nonmetro
31084544,Between 35 and 49 years old,Male,Large Metro
31084898,Between 21 and 23 years old,Female,Nonmetro
31084958,Between 26 and 29 years old,Female,Large Metro
31085908,24 or 25 years old,Female,Small metro
31086106,Between 50 and 64 years old,Male,Large Metro
31086130,Between 21 and 23 years old,Male,Small metro
31086331,14 or 15 years old,Female,Large Metro
31087600,Between 35 and 49 years old,Female,Small metro
31088021,Between 35 and 49 years old,Female,Small metro
31088398,Between 30 and 34 years old,Female,Small metro
31088513,Between 18 and 20 years old,Female,Small metro
31089931,Between 35 and 49 years old,Male,Small metro
31090175,65 years old or older,Male,Large Metro
31092135,16 or 17 years old,Male,Large Metro
31097698,Between 21 and 23 years old,Male,Large Metro
31098563,24 or 25 years old,Male,Small metro
31098944,Between 35 and 49 years old,Male,Large Metro
31101288,Between 35 and 49 years old,Female,Small metro
31105023,16 or 17 years old,Female,Small metro
31106814,65 years old or older,Female,Small metro
31107046,Between 21 and 23 years old,Male,Large Metro
31107691,Between 26 and 29 years old,Male,Small metro
31109454,14 or 15 years old,Female,Large Metro
31109949,16 or 17 years old,Female,Large Metro
31110100,12 or 13 years old,Female,Small metro
31111859,14 or 15 years old,Male,Small metro
31113123,16 or 17 years old,Male,Small metro
31113653,65 years old or older,Female,Large Metro
31113780,12 or 13 years old,Female,Small metro
31115075,Between 35 and 49 years old,Female,Small metro
31115113,12 or 13 years old,Female,Small metro
31115180,Between 35 and 49 years old,Male,Small metro
31115201,Between 18 and 20 years old,Female,Small metro
31119314,65 years old or older,Male,Small metro
31119604,Between 30 and 34 years old,Male,Small metro
31120200,Between 21 and 23 years old,Female,Small metro
31120276,Between 18 and 20 years old,Female,Small metro
31120509,Between 50 and 64 years old,Male,Small metro
31120784,Between 18 and 20 years old,Female,Small metro
31121210,Between 30 and 34 years old,Male,Small metro
31121259,16 or 17 years old,Female,Small metro
31121815,Between 35 and 49 years old,Female,Small metro
31122172,Between 35 and 49 years old,Female,Large Metro
31122192,14 or 15 years old,Male,Small metro
31124290,14 or 15 years old,Female,Large Metro
31125028,Between 35 and 49 years old,Male,Large Metro
31125324,16 or 17 years old,Male,Large Metro
31125648,14 or 15 years old,Female,Large Metro
31126771,Between 18 and 20 years old,Male,Small metro
31128767,Between 21 and 23 years old,Female,Large Metro
31128929,16 or 17 years old,Female,Large Metro
31130522,14 or 15 years old,Male,Nonmetro
31130842,Between 21 and 23 years old,Female,Large Metro
31130871,Between 21 and 23 years old,Male,Large Metro
31131320,Between 50 and 64 years old,Male,Large Metro
31133347,Between 30 and 34 years old,Female,Small metro
31133543,Between 35 and 49 years old,Male,Small metro
31133838,Between 35 and 49 years old,Male,Large Metro
31134432,12 or 13 years old,Female,Small metro
31134606,Between 35 and 49 years old,Female,Small metro
31134818,Between 30 and 34 years old,Female,Small metro
31135338,Between 35 and 49 years old,Female,Small metro
31136577,12 or 13 years old,Female,Small metro
31137095,Between 35 and 49 years old,Male,Small metro
31137402,Between 26 and 29 years old,Male,Large Metro
31138319,Between 35 and 49 years old,Female,Large Metro
31140686,12 or 13 years old,Male,Small metro
31143879,Between 30 and 34 years old,Male,Nonmetro
31143911,Between 30 and 34 years old,Female,Large Metro
31145198,65 years old or older,Male,Large Metro
